# path_id,x,y,z
77,36.500000,12.500000,-5.000000
77,35.500000,13.500000,-5.000000
77,22.500000,-12.500000,-5.000000
77,17.500000,-12.500000,-5.000000
77,16.500000,-13.500000,-5.000000
77,14.500000,-21.500000,-5.000000
77,19.500000,-22.500000,-5.000000
78,31.500000,8.500000,-5.000000
78,-0.500000,32.500000,-5.000000
78,-0.500000,33.500000,-5.000000
78,-1.500000,34.500000,-5.000000
78,-4.500000,34.500000,-5.000000
78,-11.500000,39.500000,-5.000000
78,-49.500000,36.500000,-5.000000
79,13.500000,-33.500000,-5.000000
79,-5.500000,19.500000,-5.000000
79,-7.500000,21.500000,-5.000000
79,-8.500000,34.500000,-5.000000
79,-8.500000,35.500000,-5.000000
79,-10.500000,38.500000,-5.000000
79,-13.500000,44.500000,-5.000000
80,-25.500000,13.500000,-5.000000
80,-1.500000,10.500000,-5.000000
80,2.500000,6.500000,-5.000000
80,1.500000,5.500000,-5.000000
80,17.500000,1.500000,-5.000000
81,-41.500000,6.500000,-5.000000
81,-40.500000,4.500000,-5.000000
81,-22.500000,6.500000,-5.000000
81,-19.500000,15.500000,-5.000000
81,0.500000,21.500000,-5.000000
81,-0.500000,22.500000,-5.000000
81,11.500000,32.500000,-5.000000
81,14.500000,35.500000,-5.000000
81,41.500000,43.500000,-5.000000
82,37.500000,-17.500000,-5.000000
82,9.500000,12.500000,-5.000000
82,6.500000,11.500000,-5.000000
82,5.500000,11.500000,-5.000000
82,-25.500000,22.500000,-5.000000
83,21.500000,37.500000,-5.000000
83,12.500000,34.500000,-5.000000
83,-4.500000,17.500000,-5.000000
83,-5.500000,17.500000,-5.000000
83,-6.500000,16.500000,-5.000000
83,-37.500000,12.500000,-5.000000
83,-38.500000,8.500000,-5.000000
84,31.500000,5.500000,-5.000000
84,30.500000,10.500000,-5.000000
84,21.500000,16.500000,-5.000000
84,20.500000,16.500000,-5.000000
84,14.500000,25.500000,-5.000000
85,42.500000,-13.500000,-5.000000
85,13.500000,-12.500000,-5.000000
85,6.500000,-12.500000,-5.000000
85,-26.500000,-11.500000,-5.000000
85,-26.500000,-19.500000,-5.000000
86,-7.500000,-35.500000,-5.000000
86,25.500000,-37.500000,-5.000000
86,27.500000,-37.500000,-5.000000
86,36.500000,-21.500000,-5.000000
87,-29.500000,37.500000,-5.000000
87,-11.500000,39.500000,-5.000000
87,-7.500000,34.500000,-5.000000
87,-9.500000,31.500000,-5.000000
87,-3.500000,6.500000,-5.000000
87,7.500000,-10.500000,-5.000000
87,8.500000,-11.500000,-5.000000
87,12.500000,-12.500000,-5.000000
87,18.500000,-27.500000,-5.000000
88,49.500000,33.500000,-5.000000
88,18.500000,37.500000,-5.000000
88,1.500000,23.500000,-5.000000
88,-0.500000,21.500000,-5.000000
88,-0.500000,20.500000,-5.000000
88,-12.500000,16.500000,-5.000000
88,-39.500000,11.500000,-5.000000
88,-42.500000,22.500000,-5.000000
89,11.500000,-36.500000,-5.000000
89,-17.500000,-39.500000,-5.000000
89,-27.500000,-40.500000,-5.000000
89,-30.500000,-43.500000,-5.000000
89,-44.500000,-49.500000,-5.000000
90,-41.500000,29.500000,-5.000000
90,-40.500000,13.500000,-5.000000
90,-3.500000,11.500000,-5.000000
90,4.500000,10.500000,-5.000000
90,7.500000,10.500000,-5.000000
90,29.500000,3.500000,-5.000000
91,-38.500000,-45.500000,-5.000000
91,-27.500000,-42.500000,-5.000000
91,-26.500000,-11.500000,-5.000000
91,-16.500000,7.500000,-5.000000
91,-16.500000,9.500000,-5.000000
91,-11.500000,14.500000,-5.000000
91,-8.500000,31.500000,-5.000000
91,-7.500000,36.500000,-5.000000
91,-11.500000,38.500000,-5.000000
91,-11.500000,41.500000,-5.000000
92,-4.500000,-23.500000,-5.000000
92,12.500000,-5.500000,-5.000000
92,11.500000,-4.500000,-5.000000
92,24.500000,2.500000,-5.000000
93,-0.500000,41.500000,-5.000000
93,1.500000,49.500000,-5.000000
94,-31.500000,-15.500000,-5.000000
94,-23.500000,-10.500000,-5.000000
94,-10.500000,-12.500000,-5.000000
94,-8.500000,-14.500000,-5.000000
94,1.500000,-19.500000,-5.000000
95,2.500000,7.500000,-5.000000
95,-3.500000,5.500000,-5.000000
95,-4.500000,4.500000,-5.000000
95,-7.500000,4.500000,-5.000000
96,-31.500000,-4.500000,-5.000000
96,6.500000,4.500000,-5.000000
96,7.500000,4.500000,-5.000000
96,37.500000,15.500000,-5.000000
97,20.500000,3.500000,-5.000000
97,10.500000,22.500000,-5.000000
97,9.500000,23.500000,-5.000000
97,9.500000,24.500000,-5.000000
97,-1.500000,44.500000,-5.000000
98,9.500000,30.500000,-5.000000
98,-0.500000,21.500000,-5.000000
98,-10.500000,10.500000,-5.000000
98,-10.500000,8.500000,-5.000000
98,-26.500000,-11.500000,-5.000000
98,-26.500000,-16.500000,-5.000000
99,8.500000,-0.500000,-5.000000
99,18.500000,-1.500000,-5.000000
99,19.500000,-1.500000,-5.000000
99,23.500000,-5.500000,-5.000000
100,-40.500000,19.500000,-5.000000
100,-40.500000,13.500000,-5.000000
100,-26.500000,10.500000,-5.000000
100,-27.500000,9.500000,-5.000000
100,-27.500000,7.500000,-5.000000
100,-11.500000,-10.500000,-5.000000
101,-42.500000,-36.500000,-5.000000
101,-39.500000,-27.500000,-5.000000
101,-43.500000,6.500000,-5.000000
101,-44.500000,7.500000,-5.000000
101,-42.500000,30.500000,-5.000000
102,49.500000,-43.500000,-5.000000
102,42.500000,-25.500000,-5.000000
102,43.500000,-24.500000,-5.000000
102,31.500000,16.500000,-5.000000
103,34.500000,39.500000,-5.000000
103,16.500000,36.500000,-5.000000
103,16.500000,10.500000,-5.000000
104,-33.500000,6.500000,-5.000000
104,-30.500000,-9.500000,-5.000000
104,-26.500000,-25.500000,-5.000000
105,-45.500000,-0.500000,-5.000000
105,12.500000,-12.500000,-5.000000
105,27.500000,-12.500000,-5.000000
105,37.500000,-19.500000,-5.000000
106,4.500000,-24.500000,-5.000000
106,-7.500000,22.500000,-5.000000
106,-9.500000,25.500000,-5.000000
106,-7.500000,36.500000,-5.000000
106,-25.500000,46.500000,-5.000000
107,7.500000,-26.500000,-5.000000
107,-7.500000,-15.500000,-5.000000
107,-10.500000,-12.500000,-5.000000
107,-11.500000,-12.500000,-5.000000
107,-12.500000,-11.500000,-5.000000
107,-26.500000,-11.500000,-5.000000
107,-26.500000,-21.500000,-5.000000
108,-16.500000,3.500000,-5.000000
108,-10.500000,8.500000,-5.000000
108,-9.500000,13.500000,-5.000000
108,-2.500000,19.500000,-5.000000
108,-1.500000,18.500000,-5.000000
108,1.500000,36.500000,-5.000000
109,-44.500000,-43.500000,-5.000000
109,-30.500000,-43.500000,-5.000000
109,-21.500000,-38.500000,-5.000000
109,-15.500000,-41.500000,-5.000000
109,4.500000,-49.500000,-5.000000
110,33.500000,-13.500000,-5.000000
110,32.500000,-22.500000,-5.000000
110,31.500000,-29.500000,-5.000000
111,-46.500000,-7.500000,-5.000000
111,-10.500000,-12.500000,-5.000000
111,-3.500000,-17.500000,-5.000000
111,15.500000,-29.500000,-5.000000
112,-13.500000,18.500000,-5.000000
112,8.500000,10.500000,-5.000000
112,9.500000,9.500000,-5.000000
112,30.500000,-2.500000,-5.000000
113,-40.500000,43.500000,-5.000000
113,-36.500000,37.500000,-5.000000
113,-9.500000,38.500000,-5.000000
113,-4.500000,34.500000,-5.000000
113,-0.500000,34.500000,-5.000000
113,24.500000,9.500000,-5.000000
113,24.500000,8.500000,-5.000000
113,41.500000,-6.500000,-5.000000
114,13.500000,-19.500000,-5.000000
114,15.500000,-16.500000,-5.000000
114,-14.500000,6.500000,-5.000000
114,-15.500000,5.500000,-5.000000
114,-16.500000,9.500000,-5.000000
114,-25.500000,19.500000,-5.000000
115,-41.500000,11.500000,-5.000000
115,-5.500000,11.500000,-5.000000
115,-2.500000,8.500000,-5.000000
115,10.500000,0.500000,-5.000000
115,11.500000,1.500000,-5.000000
115,13.500000,1.500000,-5.000000
115,41.500000,-14.500000,-5.000000
116,48.500000,47.500000,-5.000000
116,37.500000,14.500000,-5.000000
116,16.500000,-0.500000,-5.000000
116,15.500000,0.500000,-5.000000
116,7.500000,-12.500000,-5.000000
116,7.500000,-16.500000,-5.000000
116,-6.500000,-46.500000,-5.000000
117,-38.500000,8.500000,-5.000000
117,-41.500000,12.500000,-5.000000
117,-45.500000,8.500000,-5.000000
117,-32.500000,-21.500000,-5.000000
117,-29.500000,-35.500000,-5.000000
117,-28.500000,-35.500000,-5.000000
117,-27.500000,-36.500000,-5.000000
117,-27.500000,-42.500000,-5.000000
117,-48.500000,-49.500000,-5.000000
118,-10.500000,-25.500000,-5.000000
118,3.500000,-16.500000,-5.000000
118,2.500000,-15.500000,-5.000000
118,8.500000,-13.500000,-5.000000
119,49.500000,19.500000,-5.000000
119,18.500000,-7.500000,-5.000000
119,12.500000,-7.500000,-5.000000
119,11.500000,-6.500000,-5.000000
119,-14.500000,-36.500000,-5.000000
119,-20.500000,-36.500000,-5.000000
119,-27.500000,-42.500000,-5.000000
119,-43.500000,-46.500000,-5.000000
120,48.500000,-9.500000,-5.000000
120,25.500000,-12.500000,-5.000000
120,22.500000,-12.500000,-5.000000
120,11.500000,-13.500000,-5.000000
120,9.500000,-17.500000,-5.000000
121,-21.500000,18.500000,-5.000000
121,-8.500000,23.500000,-5.000000
121,-9.500000,37.500000,-5.000000
121,-10.500000,38.500000,-5.000000
121,-11.500000,38.500000,-5.000000
121,-23.500000,46.500000,-5.000000
122,1.500000,23.500000,-5.000000
122,3.500000,19.500000,-5.000000
123,-16.500000,-42.500000,-5.000000
123,10.500000,-6.500000,-5.000000
123,44.500000,22.500000,-5.000000
124,34.500000,-42.500000,-5.000000
124,27.500000,4.500000,-5.000000
124,19.500000,17.500000,-5.000000
124,17.500000,19.500000,-5.000000
124,16.500000,34.500000,-5.000000
125,41.500000,17.500000,-5.000000
125,38.500000,20.500000,-5.000000
126,33.500000,45.500000,-5.000000
126,26.500000,36.500000,-5.000000
126,16.500000,36.500000,-5.000000
126,14.500000,15.500000,-5.000000
126,14.500000,12.500000,-5.000000
126,-11.500000,-33.500000,-5.000000
126,-22.500000,-40.500000,-5.000000
126,-25.500000,-40.500000,-5.000000
126,-29.500000,-43.500000,-5.000000
126,-49.500000,-44.500000,-5.000000
127,41.500000,-19.500000,-5.000000
127,20.500000,16.500000,-5.000000
127,19.500000,17.500000,-5.000000
127,16.500000,26.500000,-5.000000
127,16.500000,36.500000,-5.000000
127,21.500000,36.500000,-5.000000
128,-41.500000,-28.500000,-5.000000
128,-22.500000,-37.500000,-5.000000
128,6.500000,-38.500000,-5.000000
128,7.500000,-37.500000,-5.000000
128,42.500000,-41.500000,-5.000000
129,-6.500000,-3.500000,-5.000000
129,-28.500000,-0.500000,-5.000000
129,-49.500000,1.500000,-5.000000
130,-11.500000,39.500000,-5.000000
130,-11.500000,43.500000,-5.000000
130,1.500000,43.500000,-5.000000
130,2.500000,42.500000,-5.000000
130,24.500000,48.500000,-5.000000
131,37.500000,46.500000,-5.000000
131,38.500000,17.500000,-5.000000
131,37.500000,16.500000,-5.000000
131,33.500000,-23.500000,-5.000000
132,28.500000,-17.500000,-5.000000
132,29.500000,-6.500000,-5.000000
132,17.500000,21.500000,-5.000000
132,16.500000,22.500000,-5.000000
132,16.500000,45.500000,-5.000000
132,20.500000,47.500000,-5.000000
133,-5.500000,9.500000,-5.000000
133,1.500000,4.500000,-5.000000
133,7.500000,0.500000,-5.000000
134,-4.500000,-45.500000,-5.000000
134,1.500000,10.500000,-5.000000
134,-0.500000,39.500000,-5.000000
134,7.500000,43.500000,-5.000000
135,41.500000,-32.500000,-5.000000
135,27.500000,-12.500000,-5.000000
135,23.500000,-11.500000,-5.000000
135,22.500000,-8.500000,-5.000000
135,21.500000,-7.500000,-5.000000
135,16.500000,-7.500000,-5.000000
135,15.500000,-3.500000,-5.000000
135,-14.500000,16.500000,-5.000000
136,-29.500000,-4.500000,-5.000000
136,-11.500000,7.500000,-5.000000
136,-11.500000,8.500000,-5.000000
136,-10.500000,9.500000,-5.000000
136,-10.500000,10.500000,-5.000000
136,7.500000,29.500000,-5.000000
137,-13.500000,12.500000,-5.000000
137,-39.500000,13.500000,-5.000000
137,-40.500000,14.500000,-5.000000
137,-45.500000,27.500000,-5.000000
138,-20.500000,38.500000,-5.000000
138,-9.500000,38.500000,-5.000000
138,-4.500000,34.500000,-5.000000
138,-0.500000,34.500000,-5.000000
138,2.500000,31.500000,-5.000000
138,31.500000,1.500000,-5.000000
138,48.500000,-14.500000,-5.000000
139,23.500000,40.500000,-5.000000
139,15.500000,34.500000,-5.000000
139,14.500000,10.500000,-5.000000
139,12.500000,8.500000,-5.000000
139,9.500000,-11.500000,-5.000000
139,5.500000,-23.500000,-5.000000
